model,lat,lon,taw,organic_carbon,cec,ph,sand_pct,bulk_density,awc,texture_class,cluster
kmeans,7.313785533947,80.13461151122,8.6880087852478,2.4645056057782777,15.528572671667934,5.526535352071126,75.84709267579103,1.4587552150090537,0.0579200585683186,Loamy sand,0
agglomerative,7.313785533947,80.13461151122,8.6880087852478,2.4645056057782777,15.528572671667934,5.526535352071126,75.84709267579103,1.4587552150090537,0.0579200585683186,Loamy sand,1
gmm,7.313785533947,80.13461151122,8.6880087852478,2.4645056057782777,15.528572671667934,5.526535352071126,75.84709267579103,1.4587552150090537,0.0579200585683186,Loamy sand,0
kmeans,7.313785533947,80.14403930662999,8.860027790069589,2.497865923299317,15.37278848434462,5.472798824310303,76.00758387395345,1.4572762648264568,0.0590668519337972,Loamy sand,0
agglomerative,7.313785533947,80.14403930662999,8.860027790069589,2.497865923299317,15.37278848434462,5.472798824310303,76.00758387395345,1.4572762648264568,0.0590668519337972,Loamy sand,1
gmm,7.313785533947,80.14403930662999,8.860027790069589,2.497865923299317,15.37278848434462,5.472798824310303,76.00758387395345,1.4572762648264568,0.0590668519337972,Loamy sand,0
kmeans,7.304357738537,79.99319458007,6.836042925715453,2.7966425915994138,15.446988385663396,5.502159436543782,79.40320018483273,1.5287103255589802,0.0455736195047696,Loamy sand,2
agglomerative,7.304357738537,79.99319458007,6.836042925715453,2.7966425915994138,15.446988385663396,5.502159436543782,79.40320018483273,1.5287103255589802,0.0455736195047696,Loamy sand,3
gmm,7.304357738537,79.99319458007,6.836042925715453,2.7966425915994138,15.446988385663396,5.502159436543782,79.40320018483273,1.5287103255589802,0.0455736195047696,Loamy sand,2
kmeans,7.304357738537,80.00262237548,6.8992462009191495,2.7922126257683635,15.445021388267763,5.49861494700114,79.1108951231216,1.5283342997233074,0.0459949746727943,Loamy sand,2
agglomerative,7.304357738537,80.00262237548,6.8992462009191495,2.7922126257683635,15.445021388267763,5.49861494700114,79.1108951231216,1.5283342997233074,0.0459949746727943,Loamy sand,3
